#index	label	wavelength	comment
233224	Ni12                100.392A		# type: r, inner shell line
233225	Ni11                87.3128A		# type: r, inner shell line
233226	Ni12                87.9321A		# type: r, inner shell line
233227	Ni11                12.1410A		# type: r, inner shell line
233228	Ni12                12.0245A		# type: r, inner shell line
233229	Ni11                12.1078A		# type: r, inner shell line
233230	Ni12                11.9907A		# type: r, inner shell line
233231	Ni10                14.6311A		# type: r, inner shell line
233232	Ni11                14.4605A		# type: r, inner shell line
233233	Ni12                14.2806A		# type: r, inner shell line
233234	Ni10                12.8162A		# type: r, inner shell line
233235	Ni11                12.7687A		# type: r, inner shell line
233236	Ni12                12.3135A		# type: r, inner shell line
233237	Ni10                14.9379A		# type: r, inner shell line
233238	Ni11                14.7600A		# type: r, inner shell line
233239	Ni12                14.5744A		# type: r, inner shell line
233240	Ni10                13.0523A		# type: r, inner shell line
233241	Ni11                13.0031A		# type: r, inner shell line
233242	Ni12                12.5300A		# type: r, inner shell line
233243	Ni10                317.095A		# type: r, inner shell line
233244	Ni11                317.095A		# type: r, inner shell line
233245	Ni12                315.481A		# type: r, inner shell line
233246	Ni13                302.400A		# type: r, inner shell line
233247	Ni10                295.200A		# type: r, inner shell line
233248	Ni11                295.200A		# type: r, inner shell line
233249	Ni12                293.801A		# type: r, inner shell line
233250	Ni13                302.400A		# type: r, inner shell line
233251	Ni10                153.256A		# type: r, inner shell line
233252	Ni11                166.870A		# type: r, inner shell line
233253	Ni12                124.858A		# type: r, inner shell line
233254	Ni13                97.3188A		# type: r, inner shell line
233255	Ni10                158.954A		# type: r, inner shell line
233256	Ni11                173.647A		# type: r, inner shell line
233257	Ni12                128.614A		# type: r, inner shell line
233258	Ni13                97.3188A		# type: r, inner shell line
233259	Ni10                98.7922A		# type: r, inner shell line
233260	Ni10                86.7022A		# type: r, inner shell line
233261	Ni10                12.2514A		# type: r, inner shell line
233262	Ni10                12.2140A		# type: r, inner shell line
233263	Ni11                317.095A		# type: r, inner shell line
233264	Ni11                295.200A		# type: r, inner shell line
233265	Ni10                153.256A		# type: r, inner shell line
233266	Ni11                166.870A		# type: r, inner shell line
233267	Ni10                158.954A		# type: r, inner shell line
233268	Ni11                173.647A		# type: r, inner shell line
233269	Ni10                14.6311A		# type: r, inner shell line
233270	Ni10                12.8162A		# type: r, inner shell line
233271	Ni10                317.095A		# type: r, inner shell line
233272	Ni11                317.095A		# type: r, inner shell line
233273	Ni10                295.200A		# type: r, inner shell line
233274	Ni11                295.200A		# type: r, inner shell line
233275	Ni10                153.256A		# type: r, inner shell line
233276	Ni11                166.870A		# type: r, inner shell line
233277	Ni10                158.954A		# type: r, inner shell line
233278	Ni11                173.647A		# type: r, inner shell line
233279	Ni10                14.9379A		# type: r, inner shell line
233280	Ni10                13.0523A		# type: r, inner shell line
233281	Ni10                317.095A		# type: r, inner shell line
233282	Ni11                317.095A		# type: r, inner shell line
233283	Ni10                295.200A		# type: r, inner shell line
233284	Ni11                295.200A		# type: r, inner shell line
233285	Ni10                153.256A		# type: r, inner shell line
233286	Ni11                166.870A		# type: r, inner shell line
233287	Ni10                158.954A		# type: r, inner shell line
233288	Ni11                173.647A		# type: r, inner shell line
233289	Ni10                317.095A		# type: r, inner shell line
233290	Ni10                295.200A		# type: r, inner shell line
233291	Ni10                153.256A		# type: r, inner shell line
233292	Ni10                158.954A		# type: r, inner shell line
233293	Ni10                153.256A		# type: r, inner shell line
233294	Ni10                158.954A		# type: r, inner shell line
233295	Ni11                1.63367A		# type: r, inner shell line
233296	Ni11                1.62991A		# type: r, inner shell line
233297	Ni11                1.46106A		# type: r, inner shell line
233298	Ni11                1.46039A		# type: r, inner shell line
233299	Ni12                100.392A		# type: r, inner shell line
233300	Ni13                100.392A		# type: r, inner shell line
233301	Ni12                87.9321A		# type: r, inner shell line
233302	Ni13                87.9321A		# type: r, inner shell line
233303	Ni12                12.0245A		# type: r, inner shell line
233304	Ni13                11.8975A		# type: r, inner shell line
233305	Ni12                11.9907A		# type: r, inner shell line
233306	Ni13                11.8975A		# type: r, inner shell line
233307	Ni11                14.4605A		# type: r, inner shell line
233308	Ni12                14.2806A		# type: r, inner shell line
233309	Ni13                14.1309A		# type: r, inner shell line
233310	Ni11                12.7687A		# type: r, inner shell line
233311	Ni12                12.3135A		# type: r, inner shell line
233312	Ni13                11.8543A		# type: r, inner shell line
233313	Ni11                14.7600A		# type: r, inner shell line
233314	Ni12                14.5744A		# type: r, inner shell line
233315	Ni13                14.4168A		# type: r, inner shell line
233316	Ni11                13.0031A		# type: r, inner shell line
233317	Ni12                12.5300A		# type: r, inner shell line
233318	Ni13                12.0549A		# type: r, inner shell line
233319	Ni11                317.095A		# type: r, inner shell line
233320	Ni12                315.481A		# type: r, inner shell line
233321	Ni13                302.400A		# type: r, inner shell line
233322	Ni14                317.908A		# type: r, inner shell line
233323	Ni11                295.200A		# type: r, inner shell line
233324	Ni12                293.801A		# type: r, inner shell line
233325	Ni13                302.400A		# type: r, inner shell line
233326	Ni14                317.908A		# type: r, inner shell line
233327	Ni11                166.870A		# type: r, inner shell line
233328	Ni12                124.858A		# type: r, inner shell line
233329	Ni13                97.3188A		# type: r, inner shell line
233330	Ni14                77.7818A		# type: r, inner shell line
233331	Ni11                173.647A		# type: r, inner shell line
233332	Ni12                128.614A		# type: r, inner shell line
233333	Ni13                97.3188A		# type: r, inner shell line
233334	Ni14                77.7818A		# type: r, inner shell line
233335	Ni11                99.5857A		# type: r, inner shell line
233336	Ni11                87.3128A		# type: r, inner shell line
233337	Ni11                12.1410A		# type: r, inner shell line
233338	Ni11                12.1078A		# type: r, inner shell line
233339	Ni12                315.481A		# type: r, inner shell line
233340	Ni12                293.801A		# type: r, inner shell line
233341	Ni11                166.870A		# type: r, inner shell line
233342	Ni12                124.858A		# type: r, inner shell line
233343	Ni11                173.647A		# type: r, inner shell line
233344	Ni12                128.614A		# type: r, inner shell line
233345	Ni11                14.4605A		# type: r, inner shell line
233346	Ni11                12.7687A		# type: r, inner shell line
233347	Ni11                317.095A		# type: r, inner shell line
233348	Ni12                315.481A		# type: r, inner shell line
233349	Ni11                295.200A		# type: r, inner shell line
233350	Ni12                293.801A		# type: r, inner shell line
233351	Ni11                166.870A		# type: r, inner shell line
233352	Ni12                124.858A		# type: r, inner shell line
233353	Ni11                173.647A		# type: r, inner shell line
233354	Ni12                128.614A		# type: r, inner shell line
233355	Ni11                14.7600A		# type: r, inner shell line
233356	Ni11                13.0031A		# type: r, inner shell line
233357	Ni11                317.095A		# type: r, inner shell line
233358	Ni12                315.481A		# type: r, inner shell line
233359	Ni11                295.200A		# type: r, inner shell line
233360	Ni12                293.801A		# type: r, inner shell line
233361	Ni11                166.870A		# type: r, inner shell line
233362	Ni12                124.858A		# type: r, inner shell line
233363	Ni11                173.647A		# type: r, inner shell line
233364	Ni12                128.614A		# type: r, inner shell line
233365	Ni11                317.095A		# type: r, inner shell line
233366	Ni11                295.200A		# type: r, inner shell line
233367	Ni11                166.870A		# type: r, inner shell line
233368	Ni11                173.647A		# type: r, inner shell line
233369	Ni11                166.870A		# type: r, inner shell line
233370	Ni11                173.647A		# type: r, inner shell line
233371	Ni12                1.63066A		# type: r, inner shell line
233372	Ni12                1.62692A		# type: r, inner shell line
233373	Ni12                1.45668A		# type: r, inner shell line
233374	Ni12                1.45636A		# type: r, inner shell line
233375	Ni13                100.392A		# type: r, inner shell line
233376	Ni14                101.212A		# type: r, inner shell line
233377	Ni13                87.9321A		# type: r, inner shell line
233378	Ni14                88.5601A		# type: r, inner shell line
233379	Ni13                11.8975A		# type: r, inner shell line
233380	Ni14                11.8181A		# type: r, inner shell line
233381	Ni13                11.8975A		# type: r, inner shell line
233382	Ni14                11.8181A		# type: r, inner shell line
233383	Ni12                14.2806A		# type: r, inner shell line
233384	Ni13                14.1309A		# type: r, inner shell line
233385	Ni14                13.9685A		# type: r, inner shell line
233386	Ni12                14.5744A		# type: r, inner shell line
233387	Ni13                14.4168A		# type: r, inner shell line
233388	Ni14                14.2511A		# type: r, inner shell line
233389	Ni12                315.481A		# type: r, inner shell line
233390	Ni13                302.400A		# type: r, inner shell line
233391	Ni14                317.908A		# type: r, inner shell line
233392	Ni15                442.801A		# type: r, inner shell line
233393	Ni12                293.801A		# type: r, inner shell line
233394	Ni13                302.400A		# type: r, inner shell line
233395	Ni14                317.908A		# type: r, inner shell line
233396	Ni15                442.801A		# type: r, inner shell line
233397	Ni12                100.392A		# type: r, inner shell line
233398	Ni12                87.9321A		# type: r, inner shell line
233399	Ni12                12.0245A		# type: r, inner shell line
233400	Ni12                11.9907A		# type: r, inner shell line
233401	Ni13                302.400A		# type: r, inner shell line
233402	Ni13                302.400A		# type: r, inner shell line
233403	Ni12                14.2806A		# type: r, inner shell line
233404	Ni12                315.481A		# type: r, inner shell line
233405	Ni13                302.400A		# type: r, inner shell line
233406	Ni12                293.801A		# type: r, inner shell line
233407	Ni13                302.400A		# type: r, inner shell line
233408	Ni12                14.5744A		# type: r, inner shell line
233409	Ni12                315.481A		# type: r, inner shell line
233410	Ni13                302.400A		# type: r, inner shell line
233411	Ni12                293.801A		# type: r, inner shell line
233412	Ni13                302.400A		# type: r, inner shell line
233413	Ni12                315.481A		# type: r, inner shell line
233414	Ni12                293.801A		# type: r, inner shell line
233415	Ni13                1.62730A		# type: r, inner shell line
233416	Ni13                1.62355A		# type: r, inner shell line
233417	Ni13                1.45233A		# type: r, inner shell line
233418	Ni13                1.45233A		# type: r, inner shell line
233419	Ni14                101.212A		# type: r, inner shell line
233420	Ni15                102.891A		# type: r, inner shell line
233421	Ni14                88.5601A		# type: r, inner shell line
233422	Ni15                89.8436A		# type: r, inner shell line
233423	Ni14                11.8181A		# type: r, inner shell line
233424	Ni15                11.8975A		# type: r, inner shell line
233425	Ni14                11.8181A		# type: r, inner shell line
233426	Ni15                11.8975A		# type: r, inner shell line
233427	Ni13                14.1309A		# type: r, inner shell line
233428	Ni14                13.9685A		# type: r, inner shell line
233429	Ni15                13.8762A		# type: r, inner shell line
233430	Ni13                14.4168A		# type: r, inner shell line
233431	Ni14                14.2511A		# type: r, inner shell line
233432	Ni15                14.1534A		# type: r, inner shell line
233433	Ni13                302.400A		# type: r, inner shell line
233434	Ni14                317.908A		# type: r, inner shell line
233435	Ni15                442.801A		# type: r, inner shell line
233436	Ni16                413.281A		# type: r, inner shell line
233437	Ni13                302.400A		# type: r, inner shell line
233438	Ni14                317.908A		# type: r, inner shell line
233439	Ni15                442.801A		# type: r, inner shell line
233440	Ni16                193.725A		# type: r, inner shell line
233441	Ni13                100.392A		# type: r, inner shell line
233442	Ni13                87.9321A		# type: r, inner shell line
233443	Ni13                11.8975A		# type: r, inner shell line
233444	Ni13                11.8975A		# type: r, inner shell line
233445	Ni14                317.908A		# type: r, inner shell line
233446	Ni14                317.908A		# type: r, inner shell line
233447	Ni13                14.1309A		# type: r, inner shell line
233448	Ni13                302.400A		# type: r, inner shell line
233449	Ni14                317.908A		# type: r, inner shell line
233450	Ni13                302.400A		# type: r, inner shell line
233451	Ni14                317.908A		# type: r, inner shell line
233452	Ni13                14.4168A		# type: r, inner shell line
233453	Ni13                302.400A		# type: r, inner shell line
233454	Ni14                317.908A		# type: r, inner shell line
233455	Ni13                302.400A		# type: r, inner shell line
233456	Ni14                317.908A		# type: r, inner shell line
233457	Ni13                302.400A		# type: r, inner shell line
233458	Ni13                302.400A		# type: r, inner shell line
233459	Ni14                1.62430A		# type: r, inner shell line
233460	Ni14                1.62056A		# type: r, inner shell line
233461	Ni14                1.44867A		# type: r, inner shell line
233462	Ni14                1.44867A		# type: r, inner shell line
233463	Ni15                102.891A		# type: r, inner shell line
233464	Ni16                104.628A		# type: r, inner shell line
233465	Ni15                89.8436A		# type: r, inner shell line
233466	Ni16                91.1648A		# type: r, inner shell line
233467	Ni15                11.8975A		# type: r, inner shell line
233468	Ni16                11.8430A		# type: r, inner shell line
233469	Ni15                11.8975A		# type: r, inner shell line
233470	Ni16                11.4705A		# type: r, inner shell line
233471	Ni14                13.9685A		# type: r, inner shell line
233472	Ni15                13.8762A		# type: r, inner shell line
233473	Ni16                13.7990A		# type: r, inner shell line
233474	Ni14                14.2511A		# type: r, inner shell line
233475	Ni15                14.1534A		# type: r, inner shell line
233476	Ni16                14.0731A		# type: r, inner shell line
233477	Ni14                317.908A		# type: r, inner shell line
233478	Ni15                442.801A		# type: r, inner shell line
233479	Ni16                413.281A		# type: r, inner shell line
233480	Ni17                387.451A		# type: r, inner shell line
233481	Ni14                317.908A		# type: r, inner shell line
233482	Ni15                442.801A		# type: r, inner shell line
233483	Ni16                193.725A		# type: r, inner shell line
233484	Ni17                122.757A		# type: r, inner shell line
233485	Ni14                101.212A		# type: r, inner shell line
233486	Ni14                88.5601A		# type: r, inner shell line
233487	Ni14                11.8181A		# type: r, inner shell line
233488	Ni14                11.8181A		# type: r, inner shell line
233489	Ni15                442.801A		# type: r, inner shell line
233490	Ni15                442.801A		# type: r, inner shell line
233491	Ni14                13.9685A		# type: r, inner shell line
233492	Ni14                317.908A		# type: r, inner shell line
233493	Ni15                442.801A		# type: r, inner shell line
233494	Ni14                317.908A		# type: r, inner shell line
233495	Ni15                442.801A		# type: r, inner shell line
233496	Ni14                14.2511A		# type: r, inner shell line
233497	Ni14                317.908A		# type: r, inner shell line
233498	Ni15                442.801A		# type: r, inner shell line
233499	Ni14                317.908A		# type: r, inner shell line
233500	Ni15                442.801A		# type: r, inner shell line
233501	Ni14                317.908A		# type: r, inner shell line
233502	Ni14                317.908A		# type: r, inner shell line
233503	Ni15                1.62130A		# type: r, inner shell line
233504	Ni15                1.61758A		# type: r, inner shell line
233505	Ni15                1.44699A		# type: r, inner shell line
233506	Ni15                1.44699A		# type: r, inner shell line
233507	Ni16                104.628A		# type: r, inner shell line
233508	Ni17                105.518A		# type: r, inner shell line
233509	Ni16                91.1648A		# type: r, inner shell line
233510	Ni17                91.8401A		# type: r, inner shell line
233511	Ni16                11.8430A		# type: r, inner shell line
233512	Ni17                11.7856A		# type: r, inner shell line
233513	Ni16                11.4705A		# type: r, inner shell line
233514	Ni17                11.0601A		# type: r, inner shell line
233515	Ni15                13.8762A		# type: r, inner shell line
233516	Ni16                13.7990A		# type: r, inner shell line
233517	Ni17                13.7394A		# type: r, inner shell line
233518	Ni15                14.1534A		# type: r, inner shell line
233519	Ni16                14.0731A		# type: r, inner shell line
233520	Ni17                14.0111A		# type: r, inner shell line
233521	Ni15                442.801A		# type: r, inner shell line
233522	Ni16                413.281A		# type: r, inner shell line
233523	Ni17                387.451A		# type: r, inner shell line
233524	Ni18                172.200A		# type: r, inner shell line
233525	Ni15                442.801A		# type: r, inner shell line
233526	Ni16                193.725A		# type: r, inner shell line
233527	Ni17                122.757A		# type: r, inner shell line
233528	Ni18                87.9321A		# type: r, inner shell line
233529	Ni15                102.891A		# type: r, inner shell line
233530	Ni15                89.8436A		# type: r, inner shell line
233531	Ni15                11.8975A		# type: r, inner shell line
233532	Ni15                11.8975A		# type: r, inner shell line
233533	Ni15                14.1534A		# type: r, inner shell line
233534	Ni16                413.281A		# type: r, inner shell line
233535	Ni16                193.725A		# type: r, inner shell line
233536	Ni15                13.8762A		# type: r, inner shell line
233537	Ni15                442.801A		# type: r, inner shell line
233538	Ni16                413.281A		# type: r, inner shell line
233539	Ni15                442.801A		# type: r, inner shell line
233540	Ni16                193.725A		# type: r, inner shell line
233541	Ni15                14.1534A		# type: r, inner shell line
233542	Ni15                442.801A		# type: r, inner shell line
233543	Ni16                413.281A		# type: r, inner shell line
233544	Ni15                442.801A		# type: r, inner shell line
233545	Ni16                193.725A		# type: r, inner shell line
233546	Ni15                442.801A		# type: r, inner shell line
233547	Ni15                442.801A		# type: r, inner shell line
233548	Ni16                1.61832A		# type: r, inner shell line
233549	Ni16                1.61499A		# type: r, inner shell line
233550	Ni16                1.44366A		# type: r, inner shell line
233551	Ni17                105.518A		# type: r, inner shell line
233552	Ni18                106.424A		# type: r, inner shell line
233553	Ni17                91.8401A		# type: r, inner shell line
233554	Ni18                92.5255A		# type: r, inner shell line
233555	Ni17                11.7856A		# type: r, inner shell line
233556	Ni18                11.3445A		# type: r, inner shell line
233557	Ni16                13.7990A		# type: r, inner shell line
233558	Ni17                13.7394A		# type: r, inner shell line
233559	Ni18                13.7075A		# type: r, inner shell line
233560	Ni16                14.0731A		# type: r, inner shell line
233561	Ni17                14.0111A		# type: r, inner shell line
233562	Ni18                13.9779A		# type: r, inner shell line
233563	Ni16                413.281A		# type: r, inner shell line
233564	Ni17                387.451A		# type: r, inner shell line
233565	Ni18                172.200A		# type: r, inner shell line
233566	Ni16                104.628A		# type: r, inner shell line
233567	Ni16                91.1648A		# type: r, inner shell line
233568	Ni16                11.8430A		# type: r, inner shell line
233569	Ni16                14.0731A		# type: r, inner shell line
233570	Ni16                413.281A		# type: r, inner shell line
233571	Ni17                387.451A		# type: r, inner shell line
233572	Ni16                13.7990A		# type: r, inner shell line
233573	Ni16                413.281A		# type: r, inner shell line
233574	Ni17                387.451A		# type: r, inner shell line
233575	Ni16                14.0731A		# type: r, inner shell line
233576	Ni16                413.281A		# type: r, inner shell line
233577	Ni17                387.451A		# type: r, inner shell line
233578	Ni16                413.281A		# type: r, inner shell line
233579	Ni17                1.61535A		# type: r, inner shell line
233580	Ni17                1.61201A		# type: r, inner shell line
233581	Ni17                1.44002A		# type: r, inner shell line
233582	Ni18                106.424A		# type: r, inner shell line
233583	Ni19                107.346A		# type: r, inner shell line
233584	Ni18                92.5255A		# type: r, inner shell line
233585	Ni19                93.2212A		# type: r, inner shell line
233586	Ni18                11.3445A		# type: r, inner shell line
233587	Ni19                10.9334A		# type: r, inner shell line
233588	Ni17                13.7394A		# type: r, inner shell line
233589	Ni18                13.7075A		# type: r, inner shell line
233590	Ni19                13.6321A		# type: r, inner shell line
233591	Ni17                14.0111A		# type: r, inner shell line
233592	Ni18                13.9779A		# type: r, inner shell line
233593	Ni19                13.8980A		# type: r, inner shell line
233594	Ni17                387.451A		# type: r, inner shell line
233595	Ni18                172.200A		# type: r, inner shell line
233596	Ni19                113.747A		# type: r, inner shell line
233597	Ni17                105.518A		# type: r, inner shell line
233598	Ni17                91.8401A		# type: r, inner shell line
233599	Ni17                11.7856A		# type: r, inner shell line
233600	Ni17                13.7394A		# type: r, inner shell line
233601	Ni17                14.0111A		# type: r, inner shell line
233602	Ni17                387.451A		# type: r, inner shell line
233603	Ni18                172.200A		# type: r, inner shell line
233604	Ni17                13.7394A		# type: r, inner shell line
233605	Ni17                387.451A		# type: r, inner shell line
233606	Ni18                172.200A		# type: r, inner shell line
233607	Ni17                14.0111A		# type: r, inner shell line
233608	Ni17                387.451A		# type: r, inner shell line
233609	Ni18                172.200A		# type: r, inner shell line
233610	Ni17                387.451A		# type: r, inner shell line
233611	Ni18                1.61274A		# type: r, inner shell line
233612	Ni18                1.60904A		# type: r, inner shell line
233613	Ni19                107.346A		# type: r, inner shell line
233614	Ni20                95.0070A		# type: r, inner shell line
233615	Ni19                93.2212A		# type: r, inner shell line
233616	Ni20                83.7731A		# type: r, inner shell line
233617	Ni18                13.7075A		# type: r, inner shell line
233618	Ni19                13.6321A		# type: r, inner shell line
233619	Ni18                13.9779A		# type: r, inner shell line
233620	Ni19                13.8980A		# type: r, inner shell line
233621	Ni18                106.424A		# type: r, inner shell line
233622	Ni18                92.5255A		# type: r, inner shell line
233623	Ni18                13.7075A		# type: r, inner shell line
233624	Ni18                13.9779A		# type: r, inner shell line
233625	Ni18                13.7075A		# type: r, inner shell line
233626	Ni18                13.9779A		# type: r, inner shell line
233627	Ni19                1.61014A		# type: r, inner shell line
233628	Ni19                1.60682A		# type: r, inner shell line
233629	Ni20                95.0070A		# type: r, inner shell line
233630	Ni20                83.7731A		# type: r, inner shell line
233631	Ni19                13.6321A		# type: r, inner shell line
233632	Ni20                12.9772A		# type: r, inner shell line
233633	Ni19                13.8980A		# type: r, inner shell line
233634	Ni20                13.2179A		# type: r, inner shell line
233635	Ni19                107.346A		# type: r, inner shell line
233636	Ni19                93.2212A		# type: r, inner shell line
233637	Ni19                13.6321A		# type: r, inner shell line
233638	Ni19                13.8980A		# type: r, inner shell line
233639	Ni19                13.6321A		# type: r, inner shell line
233640	Ni19                13.8980A		# type: r, inner shell line
233641	Ni20                1.60793A		# type: r, inner shell line
233642	Ni20                1.60423A		# type: r, inner shell line
233643	Ni21                97.6254A		# type: r, inner shell line
233644	Ni21                97.6254A		# type: r, inner shell line
233645	Ni20                95.0070A		# type: r, inner shell line
233646	Ni20                83.7731A		# type: r, inner shell line
233647	Ni21                1.60350A		# type: r, inner shell line
233648	Ni21                1.60350A		# type: r, inner shell line
233649	Ni22                121.553A		# type: r, inner shell line
233650	Ni22                121.553A		# type: r, inner shell line
233651	Ni21                97.6254A		# type: r, inner shell line
233652	Ni21                97.6254A		# type: r, inner shell line
233653	Ni22                1.60350A		# type: r, inner shell line
233654	Ni22                1.60350A		# type: r, inner shell line
233655	Ni23                281.782A		# type: r, inner shell line
233656	Ni23                281.782A		# type: r, inner shell line
233657	Ni22                121.553A		# type: r, inner shell line
233658	Ni22                121.553A		# type: r, inner shell line
233659	Ni23                1.61014A		# type: r, inner shell line
233660	Ni23                1.61014A		# type: r, inner shell line
233661	Ni24                275.520A		# type: r, inner shell line
233662	Ni24                76.5335A		# type: r, inner shell line
233663	Ni23                281.782A		# type: r, inner shell line
233664	Ni23                281.782A		# type: r, inner shell line
233665	Ni24                1.61201A		# type: r, inner shell line
233666	Ni25                263.796A		# type: r, inner shell line
233667	Ni24                275.520A		# type: r, inner shell line
233668	Ni25                1.61499A		# type: r, inner shell line
233669	Ni26                75.6001A		# type: r, inner shell line
233670	Ni25                263.796A		# type: r, inner shell line
233671	Cu 2                1.54442A		# type: r, inner shell line
233672	Cu 2                1.54052A		# type: r, inner shell line
233673	Cu 2                1.39272A		# type: r, inner shell line
233674	Cu 2                1.39208A		# type: r, inner shell line
233675	Cu 3                12.0772A		# type: r, inner shell line
233676	Cu 3                12.0385A		# type: r, inner shell line
233677	Cu 4                11.9330A		# type: r, inner shell line
233678	Cu 2                14.9199A		# type: r, inner shell line
233679	Cu 3                14.7250A		# type: r, inner shell line
233680	Cu 4                14.5334A		# type: r, inner shell line
233681	Cu 5                14.3467A		# type: r, inner shell line
233682	Cu 2                13.0854A		# type: r, inner shell line
233683	Cu 3                12.7189A		# type: r, inner shell line
233684	Cu 4                12.4582A		# type: r, inner shell line
233685	Cu 5                12.2514A		# type: r, inner shell line
233686	Cu 6                12.0831A		# type: r, inner shell line
233687	Cu 7                11.9193A		# type: r, inner shell line
233688	Cu 8                11.8975A		# type: r, inner shell line
233689	Cu 2                15.2878A		# type: r, inner shell line
233690	Cu 3                15.0814A		# type: r, inner shell line
233691	Cu 4                14.8858A		# type: r, inner shell line
233692	Cu 5                14.6918A		# type: r, inner shell line
233693	Cu 6                14.4994A		# type: r, inner shell line
233694	Cu 2                13.3647A		# type: r, inner shell line
233695	Cu 3                12.9854A		# type: r, inner shell line
233696	Cu 4                12.7137A		# type: r, inner shell line
233697	Cu 5                12.4984A		# type: r, inner shell line
233698	Cu 6                12.3245A		# type: r, inner shell line
233699	Cu 7                12.1553A		# type: r, inner shell line
233700	Cu 2                13.3647A		# type: r, inner shell line
233701	Cu 3                12.9854A		# type: r, inner shell line
233702	Cu 4                12.7137A		# type: r, inner shell line
233703	Cu 5                12.4984A		# type: r, inner shell line
233704	Cu 6                12.3245A		# type: r, inner shell line
233705	Cu 7                12.1553A		# type: r, inner shell line
233706	Cu 8                12.1303A		# type: r, inner shell line
233707	Cu 9                291.043A		# type: r, inner shell line
233708	Cu 9                269.531A		# type: r, inner shell line
233709	Cu 8                123.490A		# type: r, inner shell line
233710	Cu 9                123.490A		# type: r, inner shell line
233711	Cu10                132.745A		# type: r, inner shell line
233712	Cu 7                115.873A		# type: r, inner shell line
233713	Cu 8                127.819A		# type: r, inner shell line
233714	Cu 9                127.819A		# type: r, inner shell line
233715	Cu10                137.760A		# type: r, inner shell line
233716	Cu 7                115.873A		# type: r, inner shell line
233717	Cu 8                127.819A		# type: r, inner shell line
233718	Cu 9                99.9873A		# type: r, inner shell line
233719	Cu10                82.6561A		# type: r, inner shell line
233720	Cu 2                12.1577A		# type: r, inner shell line
233721	Cu 2                12.1185A		# type: r, inner shell line
233722	Cu 3                14.7250A		# type: r, inner shell line
233723	Cu 4                14.5334A		# type: r, inner shell line
233724	Cu 5                14.3467A		# type: r, inner shell line
233725	Cu 3                12.7189A		# type: r, inner shell line
233726	Cu 4                12.4582A		# type: r, inner shell line
233727	Cu 5                12.2514A		# type: r, inner shell line
233728	Cu 3                15.0814A		# type: r, inner shell line
233729	Cu 4                14.8858A		# type: r, inner shell line
233730	Cu 5                14.6918A		# type: r, inner shell line
233731	Cu 3                12.9854A		# type: r, inner shell line
233732	Cu 4                12.7137A		# type: r, inner shell line
233733	Cu 5                12.4984A		# type: r, inner shell line
233734	Cu 3                12.9854A		# type: r, inner shell line
233735	Cu 4                12.7137A		# type: r, inner shell line
233736	Cu 5                12.4984A		# type: r, inner shell line
233737	Cu 8                123.490A		# type: r, inner shell line
233738	Cu 7                115.873A		# type: r, inner shell line
233739	Cu 8                127.819A		# type: r, inner shell line
233740	Cu 7                115.873A		# type: r, inner shell line
233741	Cu 8                127.819A		# type: r, inner shell line
233742	Cu 2                14.9199A		# type: r, inner shell line
233743	Cu 2                13.0854A		# type: r, inner shell line
233744	Cu 2                15.2878A		# type: r, inner shell line
233745	Cu 2                13.3647A		# type: r, inner shell line
233746	Cu 2                13.3647A		# type: r, inner shell line
233747	Cu 3                144.672A		# type: r, inner shell line
233748	Cu 2                170.074A		# type: r, inner shell line
233749	Cu 2                178.138A		# type: r, inner shell line
233750	Cu 3                1.54194A		# type: r, inner shell line
233751	Cu 3                1.53840A		# type: r, inner shell line
233752	Cu 3                1.38921A		# type: r, inner shell line
233753	Cu 3                1.38857A		# type: r, inner shell line
233754	Cu 4                11.9722A		# type: r, inner shell line
233755	Cu 5                11.8566A		# type: r, inner shell line
233756	Cu 4                11.9330A		# type: r, inner shell line
233757	Cu 5                11.8181A		# type: r, inner shell line
233758	Cu 3                14.7250A		# type: r, inner shell line
233759	Cu 4                14.5334A		# type: r, inner shell line
233760	Cu 5                14.3467A		# type: r, inner shell line
233761	Cu 6                14.1664A		# type: r, inner shell line
233762	Cu 7                13.9921A		# type: r, inner shell line
233763	Cu 3                12.7189A		# type: r, inner shell line
233764	Cu 4                12.4582A		# type: r, inner shell line
233765	Cu 5                12.2514A		# type: r, inner shell line
233766	Cu 6                12.0831A		# type: r, inner shell line
233767	Cu 7                11.9193A		# type: r, inner shell line
233768	Cu 8                11.8975A		# type: r, inner shell line
233769	Cu 3                15.0814A		# type: r, inner shell line
233770	Cu 4                14.8858A		# type: r, inner shell line
233771	Cu 5                14.6918A		# type: r, inner shell line
233772	Cu 6                14.4994A		# type: r, inner shell line
233773	Cu 7                14.3169A		# type: r, inner shell line
233774	Cu 3                12.9854A		# type: r, inner shell line
233775	Cu 4                12.7137A		# type: r, inner shell line
233776	Cu 5                12.4984A		# type: r, inner shell line
233777	Cu 6                12.3245A		# type: r, inner shell line
233778	Cu 7                12.1553A		# type: r, inner shell line
233779	Cu 3                12.9854A		# type: r, inner shell line
233780	Cu 4                12.7137A		# type: r, inner shell line
233781	Cu 5                12.4984A		# type: r, inner shell line
233782	Cu 6                12.3245A		# type: r, inner shell line
233783	Cu 7                12.1553A		# type: r, inner shell line
233784	Cu 8                12.1303A		# type: r, inner shell line
233785	Cu 9                291.043A		# type: r, inner shell line
233786	Cu 9                269.531A		# type: r, inner shell line
233787	Cu 8                123.490A		# type: r, inner shell line
